Y,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility
1,1,1,0,3,1,1,9,1,0,1,4,1,20,3,0,0,0,0,0,3.50 ,3,3.00 ,1.50 ,0,3,6,8,3,4,1,120000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,1,1,12,9,0,1,4,1,36,2,0,1,0,1,60,1.25 ,2,5.00 ,2.00 ,0,1,10,5,3,3,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,5,1,1,9,0,3,1,5,0,0,2,0,0,0,0,60,4.75 ,4,4.00 ,4.00 ,0,3,8,8,4,3,1,10000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,4,1,1,12,0,3,1,5,2,30,2,0,1,1,1,180,5.50 ,3,3.50 ,3.00 ,0,4,7,7,3,4,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,0,3,9,1,5,1,10,2,0,0,0,0,60,4.25 ,3,4.00 ,5.00 ,0,3,8,6,4,4,0,20000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,3,1,1,9,2,3,1,5,1,40,0,0,0,0,0,180,4.50 ,2,3.00 ,3.00 ,0,4,3,5,5,3,1,31000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,0,6,2,3,1,5,1,50,1,0,0,0,0,0,6.00 ,3,3.50 ,4.00 ,0,3,5,5,5,4,1,31000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,5,0,1,9,2,3,1,5,0,0,2,0,0,0,0,0,4.25 ,3,3.50 ,2.50 ,0,3,5,1,2,4,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,1,1,6,0,0,1,3,1,84,2,0,0,0,0,120,5.25 ,3,5.00 ,5.00 ,0,3,0,0,3,4,1,45000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,2,0,1,9,1,0,1,5,1,70,2,0,0,1,0,120,4.00 ,4,2.50 ,4.50 ,0,3,10,10,3,4,0,100000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,0,3,6,0,5,0,0,2,0,1,1,1,0,8.75 ,5,2.50 ,3.50 ,0,4,1,5,1,5,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,1,1,6,2,0,1,5,1,49,2,0,0,0,0,60,6.75 ,4,3.00 ,5.00 ,0,2,10,7,5,4,0,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,1,6,0,0,0,5,1,40,5,1,1,0,0,90,5.50 ,4,4.00 ,5.00 ,0,3,10,10,4,2,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,1,1,9,2,0,1,5,1,24,1,0,1,1,0,180,4.50 ,1,5.00 ,2.00 ,0,4,1,4,1,4,0,19200,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,12,0,3,1,4,2,48,3,0,0,0,1,60,3.25 ,2,3.00 ,4.00 ,0,3,10,8,4,4,0,82800,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,1,0,9,2,3,1,5,1,90,3,0,0,1,1,120,8.00 ,3,1.00 ,5.00 ,0,4,5,5,5,5,1,60000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,1,1,12,2,3,1,5,0,0,1,0,1,1,1,240,6.00 ,1,1.00 ,5.00 ,0,3,10,10,3,4,1,60000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,3,1,0,9,4,0,1,4,2,96,5,0,0,0,0,60,5.75 ,3,3.00 ,3.00 ,0,3,7,7,3,4,1,110000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,1,1,9,1,0,1,5,2,48,5,0,0,0,1,60,3.75 ,3,2.50 ,5.00 ,0,3,6,3,3,1,1,60000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,0,1,9,1,9,1,5,1,56,5,0,0,0,1,120,3.75 ,3,3.00 ,5.00 ,0,3,8,6,4,3,1,350000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,1,9,1,0,1,5,1,63,2,0,0,0,0,0,4.50 ,4,3.50 ,3.50 ,0,3,6,7,4,5,1,81000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,4,0,1,0,5,9,1,5,1,10,2,0,0,1,1,60,7.50 ,5,4.00 ,5.00 ,0,5,10,0,4,4,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,6,0,1,6,2,0,0,5,1,10,1,0,0,0,1,30,5.50 ,1,2.00 ,3.00 ,0,3,10,5,3,4,1,50000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,6,0,1,6,2,0,1,5,1,10,1,0,1,0,1,120,2.50 ,3,1.00 ,5.00 ,0,2,8,10,3,4,1,50000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,4,0,1,9,1,0,1,5,1,60,1,0,0,0,1,60,6.00 ,3,4.00 ,3.00 ,0,3,10,10,5,4,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,4,0,1,9,1,0,1,5,1,20,2,1,0,1,1,120,6.00 ,3,4.00 ,4.00 ,0,2,8,6,4,4,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,1,2,1,1,15,0,6,1,5,2,40,5,0,0,0,0,60,8.50 ,5,1.00 ,4.00 ,0,5,10,8,3,5,1,22000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,0,12,2,3,1,5,1,35,2,1,0,0,0,60,5.00 ,3,3.50 ,5.00 ,0,3,10,3,2,4,1,65000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,4,0,0,9,0,0,1,4,1,46,2,0,0,0,1,180,4.75 ,2,3.00 ,3.50 ,0,4,8,3,1,4,0,50000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,2,0,1,6,2,3,1,3,1,28,2,0,0,0,0,0,2.50 ,1,2.00 ,3.00 ,0,3,10,10,1,4,1,25000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,6,0,3,1,5,1,14,2,0,0,0,0,60,5.00 ,5,3.00 ,3.00 ,0,2,10,5,5,4,1,50000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,9,1,3,1,5,1,40,2,0,0,0,0,90,8.75 ,3,5.00 ,5.00 ,0,5,1,5,5,5,1,42000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,6,0,6,0,5,1,4,2,0,0,0,0,60,7.50 ,3,4.00 ,3.00 ,0,3,10,5,3,4,1,50000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,1,6,1,3,1,5,1,28,2,0,0,1,1,60,8.50 ,3,3.00 ,5.00 ,0,2,8,8,3,4,1,20000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,1,6,9,3,1,5,1,50,2,0,0,1,1,0,4.25 ,3,2.50 ,3.00 ,0,3,10,5,3,4,1,15000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,3,0,0,9,9,3,1,3,0,0,1,0,0,0,0,0,5.50 ,2,2.00 ,2.50 ,0,3,8,6,1,4,1,15000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,6,0,0,9,4,3,1,1,1,14,2,0,0,0,0,240,3.75 ,1,3.50 ,3.00 ,0,1,10,7,1,5,1,30000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,1,1,12,4,0,1,5,2,8,5,0,0,0,0,240,2.00 ,2,4.00 ,1.50 ,0,3,6,6,3,4,1,120000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,3,0,1,12,4,0,1,5,2,50,5,0,0,0,0,480,2.50 ,3,5.00 ,5.00 ,0,4,10,10,3,4,1,120000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,1,1,6,0,3,1,3,0,0,1,0,0,0,0,30,5.00 ,1,5.00 ,3.00 ,0,1,10,10,1,4,1,30000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,4,1,1,9,6,0,1,5,1,40,2,0,0,0,1,30,5.25 ,3,1.00 ,4.50 ,0,2,10,10,5,3,1,35000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,1,1,9,1,3,1,3,2,40,5,0,0,0,0,60,5.00 ,4,1.00 ,3.00 ,0,4,10,1,4,4,1,120000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,4,1,1,12,2,3,1,5,1,48,2,1,1,0,1,240,4.00 ,3,4.00 ,3.00 ,0,3,7,8,3,3,0,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,4,1,1,12,1,3,1,5,1,40,5,0,0,0,1,120,6.50 ,4,3.50 ,4.00 ,0,4,8,8,3,3,1,128000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,4,0,1,9,1,3,1,5,1,56,2,0,0,1,1,300,5.50 ,3,3.00 ,3.50 ,0,2,10,10,4,4,1,128000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,1,1,16,7,0,1,5,2,35,5,0,0,0,0,300,5.50 ,4,2.00 ,5.00 ,0,3,7,8,3,3,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,0,1,16,7,0,1,5,1,40,5,0,0,0,0,60,8.25 ,4,3.50 ,4.00 ,0,4,5,6,4,4,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,1,1,12,0,0,0,5,1,42,5,0,0,0,0,90,4.25 ,2,3.00 ,3.50 ,0,3,3,5,4,4,1,78000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,5,1,1,6,3,3,1,5,0,0,0,0,0,0,0,300,3.25 ,5,4.50 ,3.00 ,0,3,8,8,4,2,1,90000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,12,0,3,1,5,1,63,1,0,0,0,1,0,4.25 ,4,2.50 ,3.00 ,0,5,5,5,3,5,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,1,1,9,2,0,1,3,1,56,2,0,0,0,0,0,2.75 ,1,3.00 ,3.00 ,0,3,10,8,3,3,1,120000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,3,0,1,9,1,3,1,3,1,30,1,0,0,0,0,180,6.75 ,3,3.00 ,3.50 ,0,4,10,6,4,4,1,40500,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,1,1,0,6,0,1,9,0,0,1,5,1,60,1,0,0,0,0,120,2.25 ,1,4.00 ,4.00 ,0,2,10,5,3,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,5,1,1,15,0,0,1,5,2,40,3,0,0,1,0,2,5.75 ,4,1.00 ,3.00 ,0,4,8,5,3,4,1,200000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,0,1,9,2,0,1,4,1,42,2,0,0,1,1,120,5.25 ,3,2.00 ,3.00 ,0,2,8,8,5,3,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,5,0,1,9,1,0,1,5,1,56,2,1,1,1,1,10,5.75 ,5,1.00 ,1.00 ,0,4,5,5,5,4,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,5,0,1,9,1,0,1,5,1,56,2,0,0,0,0,120,7.25 ,2,1.00 ,5.00 ,0,4,10,5,3,4,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,0,1,9,0,3,1,5,0,0,2,0,0,0,0,10,5.75 ,3,3.00 ,2.50 ,0,4,10,5,1,3,1,49700,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,4,0,1,9,0,0,1,3,0,0,2,0,0,1,1,480,6.75 ,3,3.00 ,4.50 ,0,4,7,7,3,5,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,4,0,1,9,0,0,1,3,1,63,2,1,1,1,1,45,3.00 ,3,2.50 ,3.00 ,0,4,5,5,3,5,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,1,6,4,3,1,5,1,10,2,0,0,0,0,0,5.00 ,1,3.00 ,3.00 ,0,3,5,5,3,3,1,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,0,1,0,0,5,1,10,2,0,0,0,0,0,5.00 ,3,3.00 ,3.00 ,0,3,5,5,3,3,1,7000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,9,1,0,1,5,0,0,2,0,0,0,0,90,4.75 ,3,3.00 ,2.00 ,0,3,8,6,5,3,1,13000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,1,9,0,3,0,5,1,50,2,0,0,0,0,0,6.75 ,2,1.00 ,4.00 ,0,2,5,5,4,4,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,3,0,1,6,0,3,1,5,1,10,2,0,0,0,0,0,7.00 ,3,2.00 ,4.00 ,0,4,9,9,5,4,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,0,1,9,3,0,1,5,1,40,2,1,0,1,1,120,7.00 ,3,2.50 ,5.00 ,0,3,6,8,4,4,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,4,0,1,9,3,0,1,5,1,4,1,1,0,0,1,60,5.50 ,3,3.50 ,5.00 ,0,3,5,6,5,5,1,70000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,1,0,0,9,1,5,1,21,2,0,0,0,0,120,7.50 ,4,3.00 ,4.00 ,0,4,1,1,5,5,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,9,1,9,1,5,1,96,1,0,0,0,0,10,8.50 ,2,2.00 ,4.50 ,0,5,3,7,3,5,1,30000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,5,0,1,0,1,9,1,5,1,50,2,0,0,0,0,120,4.75 ,2,3.00 ,2.00 ,0,3,10,10,5,3,1,150000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,4,0,1,9,2,0,1,5,1,91,2,0,0,0,0,480,4.25 ,4,3.00 ,3.50 ,0,4,6,7,4,5,1,163500,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,1,0,1,6,0,3,1,4,1,84,2,0,0,0,0,180,3.25 ,4,3.00 ,3.00 ,0,3,8,8,3,4,1,15000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,3,0,1,9,0,3,1,3,1,56,2,0,0,1,0,120,3.00 ,2,2.50 ,3.00 ,0,3,7,9,4,2,1,120000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,0,1,0,2,6,1,5,1,70,1,0,0,1,1,0,6.25 ,5,5.00 ,5.00 ,0,5,5,5,1,5,1,15000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,0,2,9,1,5,1,42,2,0,0,0,0,0,4.50 ,3,1.00 ,1.50 ,0,2,8,5,4,4,1,37000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,3,0,1,9,3,3,1,3,1,70,1,0,0,0,0,60,4.75 ,3,3.00 ,5.00 ,0,2,8,8,1,3,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,3,0,1,9,3,0,1,3,1,10,1,0,0,0,1,0,4.50 ,4,4.00 ,5.00 ,0,3,10,5,5,4,1,130000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,3,0,1,9,3,0,0,5,1,70,2,0,0,1,1,300,2.75 ,4,3.00 ,2.00 ,0,4,8,8,3,1,1,130000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,0,1,6,3,3,1,5,1,84,2,0,0,0,1,0,7.50 ,4,4.50 ,5.00 ,0,3,5,6,5,5,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,4,0,1,9,3,3,1,5,1,50,2,0,0,0,1,0,6.00 ,3,3.00 ,5.00 ,0,3,10,10,5,4,1,100000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,0,0,3,0,1,9,1,0,1,4,1,12,2,0,0,0,0,60,5.00 ,4,4.00 ,4.00 ,0,4,7,6,4,4,1,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,9,0,0,1,5,1,70,2,0,0,0,0,0,6.25 ,5,5.00 ,5.00 ,0,4,10,10,1,5,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,4,0,1,9,2,0,1,5,1,50,2,1,0,1,1,0,5.75 ,3,3.50 ,3.00 ,0,5,8,8,3,5,1,80000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,1,6,1,0,1,5,1,28,2,0,0,0,0,0,2.50 ,3,3.00 ,3.00 ,0,2,10,10,4,2,1,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,0,2,9,1,5,1,84,2,1,0,0,1,120,5.00 ,1,3.00 ,4.50 ,0,5,1,1,5,2,1,50000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,9,2,0,1,4,1,10,2,0,0,0,0,0,5.25 ,3,4.00 ,4.50 ,0,4,10,10,1,5,1,30000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,5,0,1,9,2,0,1,2,1,6,2,0,0,0,0,0,4.50 ,1,3.00 ,3.00 ,0,5,4,3,4,5,0,45000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,9,3,0,1,4,1,50,2,0,0,0,0,120,3.75 ,4,2.50 ,4.00 ,0,5,5,5,5,4,1,60000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,2,0,1,6,2,0,1,5,1,10,2,0,0,0,0,20,5.00 ,1,5.00 ,5.00 ,0,5,0,0,5,2,1,93000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,7,0,1,9,0,0,0,5,1,12,2,1,0,0,0,240,6.75 ,3,2.00 ,4.50 ,0,2,10,5,1,4,1,180000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,7,0,1,9,0,0,1,5,1,10,2,0,0,0,0,180,6.25 ,3,3.00 ,3.00 ,0,4,4,5,3,2,1,180000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,5,0,1,6,1,0,1,5,0,0,2,0,0,0,0,30,3.75 ,1,3.00 ,3.00 ,0,3,10,10,1,4,1,26500,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,0,0,2,0,1,9,3,3,1,5,1,10,2,0,0,0,0,60,4.00 ,3,2.00 ,3.00 ,0,4,10,8,3,4,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,0,0,3,0,0,9,7,0,1,5,2,30,2,0,0,0,0,120,5.75 ,3,3.00 ,3.00 ,0,4,8,3,3,4,0,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,0,0,3,0,1,9,7,0,1,5,0,0,2,0,0,1,1,30,8.00 ,4,2.00 ,4.00 ,0,4,7,8,3,5,0,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,2,1,0,9,0,0,1,5,1,70,5,0,0,0,0,120,6.75 ,2,1.50 ,4.00 ,0,3,8,8,3,4,1,100000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,1,1,9,0,0,1,5,1,70,2,0,0,0,0,120,5.75 ,3,3.00 ,5.00 ,0,5,10,10,4,3,1,100000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,4,1,1,6,4,6,1,5,1,42,1,1,0,0,0,180,5.50 ,1,3.50 ,1.00 ,0,3,7,6,3,5,1,45000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,4,1,1,12,4,6,0,4,2,56,1,0,1,0,0,120,6.00 ,1,3.50 ,3.00 ,0,4,8,5,1,5,1,45000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,0,1,9,0,0,1,4,1,70,1,0,0,1,0,120,5.25 ,2,4.00 ,4.00 ,0,4,8,8,3,5,1,35000,1,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,1,2,0,1,9,0,9,0,5,1,84,2,0,0,0,0,0,3.75 ,3,3.50 ,3.50 ,0,3,10,10,4,4,1,20000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,1,2,0,1,9,0,3,1,5,1,84,2,0,0,0,0,120,5.00 ,3,5.00 ,5.00 ,0,5,5,5,3,4,1,20000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,0,0,0,2,9,0,5,1,60,2,0,0,0,0,0,6.50 ,2,2.00 ,4.50 ,1,3,10,5,5,4,1,32000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,5,0,1,0,3,9,1,5,1,88,3,0,0,0,0,60,8.25 ,2,4.00 ,3.00 ,0,4,9,8,1,5,1,86000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,0,1,6,14,3,1,5,1,84,2,0,0,1,0,120,7.00 ,2,2.00 ,3.00 ,0,4,10,5,4,5,1,75000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,0,1,9,0,0,1,5,0,0,1,0,0,0,0,30,4.75 ,3,4.00 ,3.00 ,0,3,10,8,4,4,1,50000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,2,0,1,6,0,6,1,5,1,63,2,0,0,1,1,0,7.25 ,5,3.00 ,3.00 ,0,5,0,5,5,5,1,70000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,0,1,9,0,9,1,4,1,63,1,0,0,0,0,120,5.00 ,2,2.50 ,4.00 ,0,4,9,5,3,4,1,59200,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,5,0,1,9,1,3,1,5,1,60,2,0,0,0,0,180,4.75 ,2,5.00 ,3.00 ,0,3,5,5,3,3,0,160000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,4,0,1,0,2,9,1,5,1,63,1,0,0,0,0,180,6.00 ,3,3.50 ,3.50 ,0,3,10,10,4,5,0,96000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,4,0,0,9,2,9,1,5,1,63,5,1,1,1,0,120,8.75 ,4,4.00 ,4.50 ,0,4,8,8,5,4,0,96000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,6,0,1,9,1,3,1,5,1,35,2,0,0,0,0,0,6.25 ,3,1.00 ,5.00 ,0,4,10,0,3,4,1,140000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,3,1,1,15,0,1,1,5,2,70,5,0,0,0,0,240,3.25 ,3,1.00 ,4.50 ,0,4,6,7,3,4,1,200000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,3,1,1,15,2,3,0,5,2,40,2,0,0,0,0,120,5.25 ,4,1.00 ,4.00 ,0,3,10,8,4,2,1,150000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
3,1,1,1,3,1,1,19,0,3,1,5,2,40,5,0,0,0,0,120,3.25 ,4,5.00 ,5.00 ,0,3,10,8,3,4,1,250000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,3,1,1,12,1,3,1,5,1,40,5,0,0,0,0,120,7.00 ,3,4.00 ,5.00 ,0,3,8,5,1,4,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,0,1,0,3,1,0,15,1,3,1,4,1,60,5,0,0,0,0,120,7.00 ,3,3.50 ,3.00 ,0,2,10,10,3,4,1,40000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,1,4,1,1,15,10,6,0,4,2,40,5,0,0,0,0,240,2.25 ,2,1.00 ,1.00 ,0,2,6,10,3,3,1,200000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,4,1,1,9,10,6,1,5,1,48,5,1,0,1,1,300,7.50 ,1,3.50 ,4.00 ,0,4,9,8,3,4,1,200000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,1,1,16,1,4,1,4,2,40,5,0,0,0,1,10,5.75 ,3,1.00 ,3.50 ,0,4,10,5,3,4,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
3,1,1,1,3,1,1,12,1,4,1,5,2,40,5,0,0,0,1,120,2.25 ,1,1.00 ,1.00 ,0,3,10,0,1,2,1,80000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,1,1,0,2,1,1,12,5,3,1,5,1,96,2,0,0,0,0,120,2.75 ,3,3.50 ,2.00 ,0,3,10,6,3,2,1,96000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,1,1,0,3,1,1,9,6,3,0,4,1,56,2,0,1,0,0,240,4.50 ,1,3.00 ,1.00 ,0,5,10,8,3,2,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,0,1,0,3,1,1,12,6,3,1,3,0,0,2,0,1,1,1,120,5.50 ,3,3.00 ,3.00 ,0,3,9,6,1,4,1,60000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
